samsung bataryası iyi olan -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
10000 tl'ye kadar android gaming -> price:10000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
8 gb ramli ve bataryası uzun giden telefon -> price:any; brand:none; os:none; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none;
android telefon kamera ve depolama iyi -> price:any; brand:none; os:android; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none;
25000 tl civarı iphone fotoğraf -> price:25000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
samsung uzun pil ömrü ve iyi ekran -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
oyun için güçlü android telefon -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
128 gb hafıza ve iyi batarya android -> price:any; brand:none; os:android; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
xiaomi fotoğraf için uygun fiyatlı -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
15000 tl'ye iyi ekranlı oyun telefonu -> price:15000; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
iphone 12 gb ram ve batarya iyi -> price:any; brand:apple; os:ios; usage:none; ram:12; storage:none; battery:good; camera:none; screen:none;
samsung gaming yüksek ram -> price:any; brand:samsung; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
android telefon kamerası iyi olan -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
fotoğraf için iyi batarya ve depolama -> price:any; brand:none; os:none; usage:photo; ram:none; storage:good; battery:good; camera:good; screen:none;
20000 tl'ye gaming iphone 128 gb -> price:20000; brand:apple; os:ios; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
xiaomi iyi kamera ve 8 gb ram -> price:any; brand:xiaomi; os:android; usage:photo; ram:8; storage:none; battery:none; camera:good; screen:none;
256 gb hafızalı android oyun telefonu -> price:any; brand:none; os:android; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none;
samsung fotoğraf ve depolama iyi -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none;
iphone bataryası iyi olan ve 256 gb -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none;
android telefon iyi performans -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
18000 tl'ye iyi kamera android -> price:18000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
xiaomi oyun için uzun pil ömrü -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
6 gb ramli ve bataryası kötü olmayan telefon -> price:any; brand:none; os:none; usage:none; ram:6; storage:none; battery:good; camera:none; screen:none;
samsung oyun için 128 gb hafıza -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
iphone fotoğraf ve 16 gb ram -> price:any; brand:apple; os:ios; usage:photo; ram:16; storage:none; battery:none; camera:good; screen:none;
android telefon geniş ekran -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
22000 tl bütçeli gaming android 8 gb ram -> price:22000; brand:none; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
xiaomi fotoğraf ve 256 gb depolama -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
samsung bataryası iyi ve 8 gb ram -> price:any; brand:samsung; os:android; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none;
iphone gaming iyi ekran -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
android telefon 16 gb ram ve iyi batarya -> price:any; brand:none; os:android; usage:none; ram:16; storage:none; battery:good; camera:none; screen:none;
oyun için iyi kamera ve 256 gb hafıza -> price:any; brand:none; os:none; usage:game; ram:none; storage:256; battery:none; camera:good; screen:none;
oyun oynamak için android telefon öner -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
kamerası iyi olan android telefon öner -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
15000 tl altinda 6 gb ram android telefon oner -> price:15000; brand:none; os:android; usage:photo; ram:6; storage:none; battery:none; camera:none; screen:none; 
10000 tl 4 gb ram iphone telefon oner -> price:15000; brand:apple; os:ios; usage:none; ram:4; storage:none; battery:none; camera:none; screen:none; 
fotoğraf çekmek için samsung telefon -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
fotoğraf çekmek için android telefon -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
fotoğraf çekmek için apple telefon -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
fotoğraf çekmek için iphone telefon -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
iyi batarya ve 8 gb ram telefon -> price:any; brand:none; os:none; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none; 
sadece şarjı iyi olan android telefon -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
oyun için 128 gb hafıza telefon -> price:any; brand:none; os:none; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none; 
iphone oyun telefonu -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
15000 tl altinda 6 gb ram android telefon oner -> price:15000; brand:none; os:android; usage:none; ram:6; storage:none; battery:none; camera:none; screen:none;
10000 tl 4 gb ram iphone telefon oner -> price:10000; brand:apple; os:ios; usage:none; ram:4; storage:none; battery:good; camera:none; screen:none;
android oyun için 10000 tl -> price:10000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
kamerasi iyi telefon 20000 tl samsung -> price:20000; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:none; camera:good; screen:none;
android oyun telefonu -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
samsung 8 gb ram 128 gb hafıza -> price:any; brand:samsung; os:android; usage:none; ram:8; storage:128; battery:none; camera:none; screen:none;
iphone kamerası iyi olan -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
büyük ekranlı xiaomi -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
oyun için 256 gb hafızalı ios -> price:any; brand:none; os:ios; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none;
fotoğraf çekimi için iyi kamera -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
apple telefon 8 gb ramli -> price:any; brand:apple; os:ios; usage:none; ram:8; storage:none; battery:none; camera:none; screen:none;
android işletim sistemli 256 gb depolama -> price:any; brand:none; os:android; usage:none; ram:none; storage:256; battery:none; camera:none; screen:none;
samsung uzun pil ömürlü oyun telefonu -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
4 gb ramli iphone -> price:any; brand:apple; os:ios; usage:none; ram:4; storage:none; battery:none; camera:none; screen:none;
xiaomi 128 gb hafıza -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:128; battery:none; camera:none; screen:none;
android 16 gb ramli büyük ekranlı -> price:any; brand:none; os:android; usage:none; ram:16; storage:none; battery:none; camera:none; screen:good;
iyi pil ömrü ve 8 gb ram -> price:any; brand:none; os:none; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none;
ios sistemli uzun pil ömürlü -> price:any; brand:none; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
samsung ekranı büyük olan -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
20000 tl civarında xiaomi -> price:20000; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
oyun oynamak için 16 gb ramli -> price:any; brand:none; os:none; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
apple ekranı büyük ve kamerası iyi -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good;
128 gb iphone oyun için -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
4 gb ramli android -> price:any; brand:none; os:android; usage:none; ram:4; storage:none; battery:none; camera:none; screen:none;
xiaomi 16 gb ramli -> price:any; brand:xiaomi; os:android; usage:none; ram:16; storage:none; battery:none; camera:none; screen:none;
oyun + fotoğraf için samsung -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
pil ömrü iyi iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
büyük ekranlı 256 gb hafızalı telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:256; battery:none; camera:none; screen:good;
10000 tl altı 128 gb hafızalı android -> price:10000; brand:none; os:android; usage:none; ram:none; storage:128; battery:none; camera:none; screen:none;
fotoğraf için xiaomi 8 gb ram -> price:any; brand:xiaomi; os:android; usage:photo; ram:8; storage:none; battery:none; camera:good; screen:none;
apple 256 gb ve büyük ekran -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:256; battery:none; camera:none; screen:good;
samsung 128 gb, 8 gb ram -> price:any; brand:samsung; os:android; usage:none; ram:8; storage:128; battery:none; camera:none; screen:none;
ios kamerası güzel ve pil ömrü iyi -> price:any; brand:none; os:ios; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
android 4 gb ram, oyun için -> price:any; brand:none; os:android; usage:game; ram:4; storage:none; battery:none; camera:none; screen:none;
xiaomi büyük ekran, fotoğraf için -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good;
16 gb ramli iphone, pil ömrü iyi -> price:any; brand:apple; os:ios; usage:none; ram:16; storage:none; battery:good; camera:none; screen:none;
samsung android oyun telefonu -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
android 128 gb hafızalı 4 gb ram -> price:any; brand:none; os:android; usage:none; ram:4; storage:128; battery:none; camera:none; screen:none;
ios oyun telefonu -> price:any; brand:none; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
apple 256 gb oyun ve fotoğraf -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:256; battery:none; camera:good; screen:none;
xiaomi 8 gb ramli ekranı büyük -> price:any; brand:xiaomi; os:android; usage:none; ram:8; storage:none; battery:none; camera:none; screen:good;
android 10000 tl altında oyun telefonu -> price:10000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
samsung uzun pil + oyun -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
15000 tl samsung uzun pil + oyun -> price:15000; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
25000 tl samsung uzun pil + oyun -> price:25000; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
23500 tl samsung oyun telefonu -> price:23500; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
iphone 8 gb ramli oyun telefonu -> price:any; brand:apple; os:ios; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
fotoğraf için 256 gb hafızalı samsung -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
android büyük ekranlı telefon -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
apple oyun ve fotoğraf için -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
16 gb ramli android oyun telefonu -> price:any; brand:none; os:android; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
ios fotoğraf ve uzun pil ömrü -> price:any; brand:none; os:ios; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
xiaomi oyun ve 8 gb ramli -> price:any; brand:xiaomi; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
128 gb hafızalı android büyük ekran -> price:any; brand:none; os:android; usage:none; ram:none; storage:128; battery:none; camera:none; screen:good;
apple ekranı büyük 128 gb -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:128; battery:none; camera:none; screen:good;
android 4 gb ramli pil ömrü uzun -> price:any; brand:none; os:android; usage:none; ram:4; storage:none; battery:good; camera:none; screen:none;
oyun ve fotoğraf için 8 gb ram -> price:any; brand:none; os:none; usage:game; ram:8; storage:none; battery:none; camera:good; screen:none;
samsung 128 gb hafızalı oyun telefonu -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
xiaomi 256 gb ve iyi pil ömrü -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none;
ios 16 gb ramli büyük ekran -> price:any; brand:none; os:ios; usage:none; ram:16; storage:none; battery:none; camera:none; screen:good;
fotoğraf ve büyük ekranlı samsung -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good;
8 gb ramli iphone, oyun için -> price:any; brand:apple; os:ios; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
android işletim sistemli kamerası iyi olan -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
samsung 10000 tl civarı 128 gb -> price:10000; brand:samsung; os:android; usage:none; ram:none; storage:128; battery:none; camera:none; screen:none;
xiaomi ekranı büyük 4 gb ram -> price:any; brand:xiaomi; os:android; usage:none; ram:4; storage:none; battery:none; camera:none; screen:good;
apple pil ömrü uzun 8 gb ramli -> price:any; brand:apple; os:ios; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none;
android 128 gb 8 gb ram oyun telefonu -> price:any; brand:none; os:android; usage:game; ram:8; storage:128; battery:none; camera:none; screen:none;
fotoğraf ve oyun için 256 gb hafızalı iphone -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
xiaomi uzun pil ve büyük ekran -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
oyun için xiaomi 16 gb ram -> price:any; brand:xiaomi; os:android; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
ios 256 gb hafıza oyun + fotoğraf -> price:any; brand:none; os:ios; usage:game; ram:none; storage:256; battery:none; camera:good; screen:none;
50000 tl ios 256 gb hafıza oyun + fotoğraf -> price:50000; brand:none; os:ios; usage:game; ram:none; storage:256; battery:none; camera:good; screen:none;
128 gb hafızalı samsung oyun telefonu -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
128 gb hafızalı samsung oyun telefonu 40000 tl -> price:40000; brand:samsung; os:android; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
android uzun pil ve fotoğraf -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
12000 tl android uzun pil ve fotoğraf -> price:12000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
12000 tl xiaomi uzun pil ve fotoğraf -> price:12000; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
12000 tl samgun fotoğraf -> price:12000; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
4 gb ramli iphone büyük ekranlı -> price:any; brand:apple; os:ios; usage:none; ram:4; storage:none; battery:none; camera:none; screen:good;
xiaomi ekranı büyük pil ömrü uzun -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
android 20000 tl civarı 256 gb hafıza -> price:20000; brand:none; os:android; usage:none; ram:none; storage:256; battery:none; camera:none; screen:none;
fotoğraf için 128 gb ios -> price:any; brand:none; os:ios; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none;
apple oyun için 8 gb ramli -> price:any; brand:apple; os:ios; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
android pil ömrü uzun 16 gb ram -> price:any; brand:none; os:android; usage:none; ram:16; storage:none; battery:good; camera:none; screen:none;
samsung 128 gb pil ömrü iyi -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
fotoğraf + oyun için android -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
iphone 256 gb hafıza büyük ekran -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:256; battery:none; camera:none; screen:good;
xiaomi 4 gb ram oyun telefonu -> price:any; brand:xiaomi; os:android; usage:game; ram:4; storage:none; battery:none; camera:none; screen:none;
android 10000 tl altı büyük ekranlı -> price:10000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
8 gb ramli xiaomi fotoğraf için -> price:any; brand:xiaomi; os:android; usage:photo; ram:8; storage:none; battery:none; camera:good; screen:none;
ios işletim sistemli pil ömrü uzun -> price:any; brand:none; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
android ekranı büyük oyun telefonu -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
16 gb ramli samsung büyük ekran -> price:any; brand:samsung; os:android; usage:none; ram:16; storage:none; battery:none; camera:none; screen:good;
oyun ve pil ömrü uzun iphone -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
xiaomi 8 gb ram 128 gb depolama -> price:any; brand:xiaomi; os:android; usage:none; ram:8; storage:128; battery:none; camera:none; screen:none;
fotoğraf için apple uzun pil ömrü -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
android 4 gb ramli ekranı büyük -> price:any; brand:none; os:android; usage:none; ram:4; storage:none; battery:none; camera:none; screen:good;
oyun ve fotoğraf için samsung -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
iphone 128 gb oyun için ekran büyük -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:128; battery:none; camera:none; screen:good;
android 20000 tl 8 gb ram -> price:20000; brand:none; os:android; usage:none; ram:8; storage:none; battery:none; camera:none; screen:none;
xiaomi fotoğraf ve oyun telefonu -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
samsung 256 gb ekranı büyük -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:256; battery:none; camera:none; screen:good;
iphone pil ömrü iyi kamera kaliteli -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
android 128 gb 4 gb ram ekran iyi -> price:any; brand:none; os:android; usage:none; ram:4; storage:128; battery:none; camera:none; screen:good;
oyun için android 8 gb ram -> price:any; brand:none; os:android; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
fotoğraf için xiaomi 256 gb -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
iphone büyük ekranlı 256 gb hafıza -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:256; battery:none; camera:none; screen:good;
samsung ekranı büyük 128 gb hafıza -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:128; battery:none; camera:none; screen:good;
xiaomi 10000 tl altı fotoğraf için -> price:10000; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
oyun telefonu 16 gb ram android -> price:any; brand:none; os:android; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
apple 4 gb ram büyük ekran -> price:any; brand:apple; os:ios; usage:none; ram:4; storage:none; battery:none; camera:none; screen:good;
android 256 gb hafıza oyun ve fotoğraf -> price:any; brand:none; os:android; usage:game; ram:none; storage:256; battery:none; camera:good; screen:none;
samsung 8 gb ramli ekranı büyük -> price:any; brand:samsung; os:android; usage:none; ram:8; storage:none; battery:none; camera:none; screen:good;
xiaomi 128 gb uzun pil ömrü -> price:any; brand:xiaomi; os:android; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
ios oyun fotoğraf ikisi bir arada -> price:any; brand:none; os:ios; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
128 gb iphone oyun için uygun -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
android 4 gb ram oyun + pil ömrü -> price:any; brand:none; os:android; usage:game; ram:4; storage:none; battery:good; camera:none; screen:none;
fotoğraf için ekranı büyük iphone -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good;
android 8 gb ram 128 hafıza -> price:any; brand:none; os:android; usage:none; ram:8; storage:128; battery:none; camera:none; screen:none;
iphone 20000 tl civarı 8 gb ram -> price:20000; brand:apple; os:ios; usage:none; ram:8; storage:none; battery:none; camera:none; screen:none;
xiaomi ekranı büyük oyun telefonu -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
samsung fotoğraf için ekranı büyük -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good;
oyun ve 16 gb ramli android -> price:any; brand:none; os:android; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
ios işletim sistemli 256 gb kamera iyi -> price:any; brand:none; os:ios; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
android büyük ekran uzun pil ömrü -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good;
iphone 8 gb ram 128 gb hafıza -> price:any; brand:apple; os:ios; usage:none; ram:8; storage:128; battery:none; camera:none; screen:none;
xiaomi 4 gb ram kamera iyi -> price:any; brand:xiaomi; os:android; usage:photo; ram:4; storage:none; battery:none; camera:good; screen:none;
samsung 128 gb hafızalı uzun pil -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
android 256 gb hafızalı kamera iyi -> price:any; brand:none; os:android; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none;
apple büyük ekranlı oyun telefonu -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good;
iphone ekranı büyük kamera kaliteli -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good;
xiaomi 16 gb ram oyun ve kamera -> price:any; brand:xiaomi; os:android; usage:game; ram:16; storage:none; battery:none; camera:good; screen:none;
fotoğraf için android 8 gb ramli -> price:any; brand:none; os:android; usage:photo; ram:8; storage:none; battery:none; camera:good; screen:none;
samsung büyük ekran 20000 tl altı -> price:20000; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
oyun telefonu 128 gb hafızalı android -> price:any; brand:none; os:android; usage:game; ram:none; storage:128; battery:none; camera:none; screen:none;
android 16 gb ram büyük ekranlı -> price:any; brand:none; os:android; usage:none; ram:16; storage:none; battery:none; camera:none; screen:good;
apple 20000 tl civarı fotoğraf telefonu -> price:20000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
xiaomi 8 gb ram 256 gb ekranı büyük -> price:any; brand:xiaomi; os:android; usage:none; ram:8; storage:256; battery:none; camera:none; screen:good;
iphone 4 gb ramli uzun pil ömrü -> price:any; brand:apple; os:ios; usage:none; ram:4; storage:none; battery:good; camera:none; screen:none;
android kamera iyi pil uzun -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none;
oyun ve kamera için samsung telefon -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
samsung bataryası iyi -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
256 gb hafıza fotoğraf için -> price:any; brand:none; os:none; usage:photo; ram:none; storage:256; battery:none; camera:none; screen:none;
telefon öner -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
oyun için telefon -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
iyi kameralı telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
10000 tl fiyat -> price:10000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
android telefon istiyorum -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
iphone 128 gb hafızalı -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:128; battery:none; camera:none; screen:none;
samsung oyun telefonu -> price:any; brand:samsung; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
xiaomi kamerası iyi -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
uzun pil ömrü olan telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none;
8 gb ram android -> price:any; brand:none; os:android; usage:none; ram:8; storage:none; battery:none; camera:none; screen:none;
256 gb hafızalı telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:256; battery:none; camera:none; screen:none;
20000 tl civarı android -> price:20000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
iphone oyun telefonu -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
fotoğraf için xiaomi -> price:any; brand:xiaomi; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
iyi bataryalı 128 gb telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none;
6 gb ramli oyun telefonu -> price:any; brand:none; os:none; usage:game; ram:6; storage:none; battery:none; camera:none; screen:none;
büyük ekran android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
18000 tl android fotoğraf telefonu -> price:18000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
hızlı oyun android telefonu -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
iyi depolama ve batarya samsung -> price:any; brand:samsung; os:android; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none;
15000 tl altı kameralı telefon -> price:15000; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
samsung 16 gb ramli oyun telefonu -> price:any; brand:samsung; os:android; usage:game; ram:16; storage:none; battery:none; camera:none; screen:none;
apple 32 gb hafıza -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:32; battery:none; camera:none; screen:none;
xiaomi batarya iyi oyun telefonu -> price:any; brand:xiaomi; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
128 gb hafıza ve iyi kamera -> price:any; brand:none; os:none; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none;
4 gb ram android telefon -> price:any; brand:none; os:android; usage:none; ram:4; storage:none; battery:none; camera:none; screen:none;
256 gb hafıza ve uzun batarya -> price:any; brand:none; os:none; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none;
samsung fotoğraf için -> price:any; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:none; screen:none;
iphone iyi kamera -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none;
oyun oynamak için 8 gb ram -> price:any; brand:none; os:none; usage:game; ram:8; storage:none; battery:none; camera:none; screen:none;
büyük ekranlı iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good;
